Date,Episode,Title,Content
1995/03/12,#133,,ザ・対決#53　アルプスの少女ハイジvsフランダースの犬のネロ（敬老養老ガンバ老おじいちゃんと一緒!!GAME）／兄貴#28（電話待ち）／浜ちゃんのファイト十発！⑥（ボウリング）／男の料理　鮪を喰らう／迷惑①（ゴリラ部屋）／キッチン特ホウ王国（キャシィ塚本⑤）／「カナダからの手紙」（浜田、YOU）
1995/03/19,#134,,ザ・対決#54　長嶋監督vs王監督（冷静沈着紙一重判断だんだん命取りGAME）／産卵⑤（マカオ）／ボウラー仁義③（スナック）／緊急企画#40　第１回巨大おならコンテスト／迷惑②（研究所）／帰ってきた電撃パフォーマンスドール／世紀末戦隊ゴレンジャイ⑤（板尾テナガザル）／横分金蝿②／「今夜は離さない」（蔵野、涼子）
1995/03/26,#135,,春の２時間スペシャル　過去の珠玉コント公開／緊急企画#41　松本人志　芸能界ビリヤード王への道（木村拓哉と対決、辛勝）／浜ちゃんのゴルフでちゅ～②（高木希世子）／ごっつええ卓球大会 in 熱海／「いい湯だな」（メンバー全員）
1995/04/09,#136,,ダウンタウンのものごっつええ感じ２時間スペシャル - 世紀末戦隊ゴレンジャイ⑥／ザ・対決SPECIAL#55／MR.BATE①（紳士服店）／迷惑③（エッチな声）／ダウンタウン海で遊ぶ!!（松本完全にダウン）／怪獣のにいちゃん／横分金蝿③（レンタルビデオ）／キャリー東野のアイドル虎の穴④／耕司と涼子のお料理道場（キャシィ塚本⑥）／ローラーホッケー　無謀なる挑戦／世紀末戦隊ゴレンジャイ⑦（モモレンジャイが爺さん）
1995/04/23,#137,,the TEAM FIGHT①「発砲スチロール旗立て」／MR.BATER②（寿司屋）／PAIMAN①（ゾウ）／浜田がゆく①（相良晴子・シャンプー）／オクラホマミキサー／世紀末戦隊ゴレンジャイ⑧（放課後電磁波クラブ）／横分金蝿④（ラブホテル）
1995/04/30,#138,,今田改造計画　試練の生放送／ザ・対決#56　銭形平次vsねずみ小僧（硬貨で降下!!恋ンに落ちたらおっカネ～GAME）／浪漫ポルノ（老夫婦③）／VIDEO LETTER ～10年後の僕へ～（蔵野）／迷惑④（ヤンキー）／緊急持ち込み企画　ホンコンの俺は本当はもてるんだ!!①（藤井フミヤ）／VIDEO LETTER ～10年後の僕へ～（板尾）／渋谷系裏料理（キャシィ塚本⑦）／VIDEO LETTER ～10年後の私へ～（YOU）
1995/05/07,#139,,SEPPUN DOJO（出川哲朗、東野、黒田アーサー、蔵野、オスマン・サンコン、ヒデロウ）／MR.BATER③（散髪屋）／the TEAM FIGHT②「タルころがし」／世紀末戦隊ゴレンジャイ⑨（赤レンジャイ喰い）／PAIMAN②（カバ）／産卵⑥（ハイキング）
1995/05/14,#140,,ザ・対決#57　中村玉緒vs工藤静香（こぼしちゃ負けよジャンジャラジャンGAME）／男の料理第二弾　鮟鱇を喰らう／VIDEO LETTER ～10年後の私へ～（涼子）／The Camera Man／赤ちゃん／おもしろ番長百選①（大番長）／決勝戦／浜田がゆく②（田植え）／お料理DAISUKI（キャシィ塚本⑧）
1995/05/21,#141,,シンガーソングライター板尾創路①／日曜８時①（スリッパ／みかん汁／生卵／シャンプー）／the TEAM FIGHT③「回転棒落とし」／シンガーソングライター板尾創路②／MR.BATER④（歯医者）／VIDEO LETTER ～10年後の僕へ～（今田）／シンガーソングライター板尾創路③／草野球王　～芸能界最強を目指して～①／世紀末戦隊ゴレンジャイ⑩（ボイン５）
1995/05/28,#142,,ザ・対決#58　林家ペーvsジミー大西（見失なったら暗ラッ記～GAME）／おもしろ番長百選②（縛られ番長）／世紀末戦隊ゴレンジャイ⑪／緊急持ち込み企画　蔵野孝洋の俺は本当はもてるんだ!!②（福山雅治）／草野球王　～芸能界最強を目指して～②（H・Gott's　入団テスト・二次テスト）／PAIMAN③（アシカ）／めざまし料理（キャシィ塚本⑨）
1995/06/04,#143,,緊急会見　キャリー東野キックボクシングに殴り込み！～キャリー東野　アイドル虎の穴⑤（熊谷直子）／くらぴー／the TEAM FIGHT④「巨大玉止め」／産卵⑦（結婚式）／おもしろ番長百選③（お冷番長）／日曜８時②（一斗缶／掃除機／わさび塗りマスク／卵バット割り）／草野球王　～芸能界最強を目指して～③（H・Gott'sの全容が明らかに）／世紀末戦隊ゴレンジャイ⑫（蔵野ガチャピン）
1995/06/11,#144,,野生の王国（浜田ドッキリ　ぬいぐるみの中身、実は坂本龍一だった）／the TEAM FIGHT⑤「ハチャメチャ大運動会」／PAIMAN④（ワニ）／ひがしのぴー／お見舞い（世界１位）／きんきゅう対策本部／PAIMAN⑤（ダチョウ）／浜田がゆく③（新聞配達）／PAIMAN⑥（ライオン）／料理地獄（キャシィ塚本⑩）
1995/06/18,#145,,the TEAM FIGHT⑥「空中靴ゲンカ」／こうま／病院物語／シンガーソングライター板尾創路④「おとうさんは船頭さんです」／草野球王　～芸能界最強を目指して～④（対Crabs戦）／MR.BATER⑤（靴屋）／「コント傑作集」の告知
1995/07/02,#146,,緊急企画#42　笑いから遠ざかっているお年寄りに笑顔を（村上ショージ、長江健次、桜金造、横山たかし、間寛平、ぼんちおさむ）／日曜８時③（パイ／黒ヒゲ危機一髪／風船割り）／サラリーマン・ツアーズ／シンガーソングライター板尾創路⑤「豆腐チャンプル」／the TEAM FIGHT⑦「どつき合い」／こうちゃん／浜田がゆく④（ベビーシッター）／PAIMAN⑦（ラクダ）／お料理さんいらっしゃ～い（キャシィ塚本⑪）
1995/07/09,#147,,the TEAM FIGHT⑧「真剣大白刃取り」／ダウンタウンは眠い!!　～男の手仕事　羊の毛刈りに挑戦!!～／おもしろ番長百選④（生き埋め番長）／記者会見（「愛に賭けろ！」製作発表記者会見）／F1 GRAND PRIX／放課後電磁波クラブ①／浜田がゆく⑤（留守電メッセージの吹き込み）／シンガーソングライター板尾創路⑥／MR.BATER⑥（眼鏡屋）
1995/07/16,#148,,世界お料理発見（キャシィ塚本⑫）／the TEAM FIGHT⑨「生き残り玉よけ」／楽屋／緊急持ち込み企画　蔵野孝洋の俺は本当はもてるんだ!!③（浜田雅功）／いたぴー／リアルポンキッキ①（お花をつくるおじさん）／職員室ツアーズ／みすずちゃん①（お見合い）／シンガーソングライター板尾創路⑦「なきむしさんとんでいけ　かぜひきさんとんでいけ」／MR.BATER⑦（宝石屋）
1995/08/06,#149,,へい！へい！へい！（M Jungle①）／the TEAM FIGHT⑩「大爆破なわとび」／Wコージ企画　今田・東野の友情は本物か（東野編）／放課後電磁波クラブ②／浜田がゆく⑥（つきあってた男と訣別する）／こづれ狼①「じゃん五郎～／んも～／ヴィヴィアンスウ～」／お料理メジャーリーグ（キャシィ塚本⑬）
1995/08/13,#150,,the TEAM FIGHT⑪「鉄棒尻すべり」／緊急持ち込み企画　蔵野孝洋の俺は本当はもてるんだ!!④（松本人志）／みすずちゃん②（中華料理店）／リアルポンキッキ②（アシカのおじさん）／シンガーソングライター板尾創路⑧「つうかやっぱカネとシャネルとケイタイ」／お盆休み特別企画　浜田がゆく⑦～涙の帰郷～／放課後電磁波クラブ③／MR.BATER⑧（花屋）
1995/08/20,#151,,the TEAM FIGHT⑫「回転ポーズ決め」／こづれ狼②「けんいちろう～／じゅんぺい～／だいごろうカレーをたべて」／ブスッ娘倶楽部／試着／板尾部長①「いいえ、違います。」／草野球王　～芸能界最強を目指して～⑤（対U.W.F.戦）／痛快！お料理侍（キャシィ塚本⑭）
1995/08/27,#152,,緊急企画#43　ボケましょう!!①（喫茶店／映画館／銭湯）／こづれ狼③「わんだら～／段田 男～／キダタローの」／MUSIC FESTIVAL（M Jungle②）／放課後電磁波クラブ④／the TEAM FIGHT⑬「ダンボール爆破くずし」／板尾部長②「君は夏にホットコーヒー飲むタイプか？」／大手長コウモリ白ムササビ殺人事件（殺人事件シリーズ①）
1995/09/03,#153,,the TEAM FIGHT⑭「ギロチン・首チョンパ」／草野球王　～芸能界最強を目指して～⑥（対MAPPIES戦①）／みすずちゃん③（フィットネスクラブ）／緊急企画#44　芸能人をつかまえよー!!（森次晃嗣、天童よしみ、塩田丸男）／放課後電磁波クラブ⑤「捨てたらあかん！」／板尾部長③「君は次の次や」／MR.BATER⑨（酒屋）
1995/09/10,#154,,the TEAM FIGHT⑮「喰いだおれシーソー」／ファンタジア①／リアルポンキッキ③（お空を飛ぶおにいさん）／板尾部長④「君は昼休みが長いのであ～る」／緊急企画#45　東野改造計画　芸能人と友達になろう（渡辺美奈代、田中美奈子、内海好江師匠）／草野球王　～芸能界最強を目指して～⑦（対MAPPIES戦②）／料理ョこい！（キャシィ塚本⑮）
1995/09/17,#155,,the TEAM FIGHT⑯「おしおきガマンくらべ」／草野球王　～芸能界最強を目指して～⑧（対ANGEL PIGS戦）／こづれ狼④「ショートゴロー／森口エンジン～／アイスコーヒーの人」／リアルポンキッキ④（飼育係のおにいさん）／浜田がゆく⑧（美山純子のPV制作）／MR.BATER⑩（薬屋）
1995/09/24,#156,,２時間スペシャル　MR.BATER⑪／the TEAM FIGHT SPECIAL⑰／松本人志のビリヤード戦争　松本人志VS木村拓哉（松本完勝）／ちっちゃいおっさん集団殺人事件（殺人事件シリーズ②）／しょうた！①／やすしくん①／龍としのぶ①（旅館編）／浜ちゃんのゴルフでちゅ～③／放課後電磁波クラブ⑥／緊急スペシャル企画　ボケましょう!!Ⅱ／どちら様も笑ってお料理（キャシィ塚本⑯）
1995/10/15,#157,,ものごっつええ感じスペシャル　MR.BATER⑫／兄貴が街にやって来た!!①／キャリー東野のアイドル虎の穴⑥／やすしくん②／こづれ狼⑤／兄貴が街に②／新・草野球王　～新たなる挑戦～⑨（対プロ野球OBクラブ戦）／兄貴が街にやって来た!!③／ファンタジア②／エイ・イノキ物語①／兄貴が街に④／the TTEAM FIGHT SPECIAL⑱／しょうた！②／兄貴が街に⑤／ほっそいヤクザ殺人事件（殺人事件シリーズ③）
1995/10/22,#158,,the TEAM FIGHT⑲「秋の○×大運動会」①／しょうた！③（四十九日）／おはよう！／Wコージ企画　今田・東野の友情は本物かⅡ（今田編）／エイ・イノキ物語②／浜田がゆく⑨（板前デビューを祝う）／放課後電磁波クラブ⑦「電線の近くで凧あげはいかん！」／いかめし駅長殺人事件（殺人事件シリーズ④）
1995/10/29,#159,,MR.BATER⑬（ケーキ屋）／the TEAM FIGHT⑳「秋の○×大運動会」②／やすしくん③（ボウリング場）／ファンタジア③／放課後電磁波クラブ⑧「電気のムダ使いはあかん！」／緊急企画#46　巨大料理に挑戦（巨大巻き寿司）／こづれ狼⑥「セシール／いい朝／なんで出たんや」
1995/11/12,#160,,the TEAM FIGHT#21　「ベルトコンベアバレーボール」／大しゃくれ国際線美人スチュワーデス殺人事件（殺人事件シリーズ⑤）／そっくりーず①／緊急企画#47　巨大料理に挑戦／そっくりーず②／浜ちゃん遊ぼ①（神田利則）／エイ・イノキ物語③／そっくりーず③／MR.BATER⑭（医者）
1995/11/19,#161,,the TEAM FIGHT#22　「ビヨヨ～ン　バレーボール！」／浜ちゃん遊ぼ②（渡辺満里奈①）／龍としのぶ②／浜ちゃん遊ぼ（渡辺満里奈②）／緊急企画#48　巨大料理に挑戦（そうめん）／やすしくん④／浜ちゃん遊ぼ（渡辺満里奈③）／こづれ狼⑦
1995/11/26,#162,,the TEAM FIGHT#23　「スネ止め剣道一直線」／やすしくん⑤／浜ちゃん遊ぼ③／緊急スペシャル企画　ボケましょう!!③（オカマを掘った時）／たらばひいじじい殺人事件（殺人事件シリーズ⑥）／浜ちゃん遊ぼ／MR.BATER⑮（おもちゃ屋）
1995/12/03,#163,,'95the TEAM FIGHT 決定版／龍としのぶ③／獅子の湯／SEPPUN DOJO②（ゲスト：梅垣義明、上島竜兵）／203X／H.Gott's秋季キャンプ／そっくりーずⅡ
1995/12/10,#164,,the TEAM FIGHT#24　「Uターンボウリング」／こづれ狼⑧／浜ちゃん遊ぼ④（関根勤・アイスホッケーゲーム）／緊急企画#49　巨大竹とんぼに挑戦!!①／エイ・イノキ物語④／浜ちゃん遊ぼ（関根勤②・競泳ゲーム）／ひろし＆ようこカラッと無理心中事件（殺人事件シリーズ⑦）／浜ちゃん遊ぼ（関根勤③・突然ザウルス）／MR.BATER⑯（くだもの屋）
1995/12/17,#165,,the TEAM FIGHT#25　「ギッタンバッコンホッケー」／やすしくん⑥／思春期／浜ちゃん遊ぼ⑤（甲斐よしひろ①・ボウリング）／緊急企画#50　巨大竹とんぼに挑戦!!②／女優／浜ちゃん遊ぼ（甲斐よしひろ②・卓球）／放課後電磁波クラブ⑩／浜ちゃん遊ぼ（甲斐よしひろ③・ゲームセンター）／ふたりの事件簿
1995/12/24,#166,,２時間スペシャル　MR.BATER⑰（電器屋）／こづれ狼⑨／浜ちゃん遊んで／松本人志のビリヤード戦争　VS福山雅治／思春期／the TEAM FIGHT SPECIAL#26／おたまじゃくし受験生殺人事件（殺人事件シリーズ⑧）／BOKE BOKE ヒノッくん①／ボケましょう!!④　SPECIAL（取調室／愛人宅）龍としのぶ④／そっくりーずⅢ／やすしくん⑦
1996/01/14,#167,,the TEAM FIGHT#27／思春期／浜ちゃん遊ぼ⑥（梅宮辰夫①）／キャリー東野のアイドル虎の穴⑦　キャリー東野炎のタッグマッチ（ジャガー横田、バイソン木村）／浜ちゃん遊ぼ（梅宮辰夫②）／MR.BATER⑱（スポーツ用品店）
1996/01/21,#168,,the TEAM FIGHT#28／お見舞い／浜ちゃん遊ぼ⑦（出川哲朗①）／蔵野孝洋の飲んだらパワーアップのコーナー／仕事／浜ちゃん遊ぼ（出川哲朗②）／やすしくん⑧／龍としのぶ⑤／浜ちゃん遊ぼ（出川哲朗③）／こづれ狼⑩
1996/01/28,#169,,「オジャパメン」／the TEAM FIGHT#29／浜ちゃん遊ぼ⑧（うじきつよし①）／こづれ狼⑪／浜ちゃん遊ぼ（うじきつよし②）／緊急企画#51　厨房ですよー　喫茶店に挑戦／浜ちゃん遊ぼ（うじきつよし③）／ロケット双子ババア殺人事件（殺人事件シリーズ⑨）
1996/02/04,#170,,MR.BATER⑲（魚屋）／the TEAM FIGHT#30　「パーフェクトフリースロー②」／俳優養成テレビ小説　龍としのぶ⑥（居酒屋）／学校の怖い話①（松本ウンババ）／緊急企画#52　ナンパ頭突き王決定戦!!／BOKE BOKE　ヒノッくん②（ホテルマン）／エンディング（オジャパメン）
1996/02/11,#171,,the TEAM FIGHT#31　「どでかピンポン」／浜ちゃん遊ぼ⑨／学校の怖い話②（東野ウンババ）／人事部長 OVER THE GALAXY①「君えらい近いところに座んねんな」／緊急企画#53　うわぁ～やってもうた！　これでけへんかったらパイ投げられまんねん／こづれ狼⑫「社長～使うてまっせ～／社長～似合いまっか～」／エンディング（オジャパメン）
1996/02/18,#172,,キャリー東野のアイドル虎の穴⑧　炎のタッグマッチ（ダンプ松本、藍田真潮）／巨大学者犬殺人事件（殺人事件シリーズ⑩）／学園崩壊／おやっさん！①／人事部長 OVER THE GALAXY②「俺的にはええ、会社的にはあかん」／the TEAM FIGHT#32　「パーフェクPK」／スキマ男／エンディング（オジャパメン）
1996/02/25,#173,,the TEAM FIGHT#33　「アミ焼きバドミントン」／浜ちゃん遊ぼ⑩（飯島直子①・ゴルフ）／カレーうどん（キューティーレディー）／作文（ホステス）／人事部長 OVER THE GALAXY③「そのカラクリを聞こうやないか」／浜ちゃん遊ぼ（飯島直子②）／緊急企画#54　日本一気の長いラーメン屋のオヤジ発見!!／浜ちゃん遊ぼ（飯島直子③）／MR.BATER⑳（肉屋）／エンディング（オジャパメン）
1996/03/03,#174,,the TEAM FIGHT#34　「パーフェクトボウリング」／おとうさん／人事部長 OVER THE GALAXY④「はきやすいということは脱ぎやすいということやないかい！」／浜ちゃん遊ぼ⑪（森口博子・キックベース）／緊急企画#55　今田はおじいちゃん子か？（今田家におじいちゃん182人が）／BOKE BOKE　ヒノッくん③（医者）／エンディング（オジャパメン）
1996/03/10,#175,,ボケましょう!!⑤（エレベーター／トイレ）／こづれ狼⑬「バーコードハゲのヅラ／戦車＆銃／けっこう仮面」／くさったバナナ／俳優養成テレビ小説　龍としのぶ⑦／人事部長 OVER THE GALAXY⑤／キャリー東野　栄光の軌跡／MR.BATER#21（和菓子屋）／エンディング（オジャパメン）
1996/03/17,#176,,the TEAM FIGHT#35　「トラブル・ゴルフ」／先生！／おやっさん！②（散髪屋）／人事部長 OVER THE GALAXY⑥／緊急企画#56／ジャイアント馬場似馬殺人事件（殺人事件シリーズ⑪）／エンディング（オジャパメン）
1996/03/24,#177,,春の２時間スペシャル　キャリー東野のアイドル虎の穴⑨　インターナショナルタッグマッチ／寝てない刑事／ザ・バイオハンター（EPISODE-2予告）／the TEAM FIGHT#36　「大空中風船割り」／ごっつええ感じ　家族対抗歌合戦／おやっさん！③（大工）／新・草野球王'96⑩（対YOKOTA TIGERS戦）／緊急企画#57　うわぁ～やってもうた！スペシャル（梅宮辰夫）／MR.BATER#22（レンタルビデオ屋）
1996/04/14,#178,,春の２時間スペシャル　あざみ①／松ちゃんのちょっとええ話／the TEAM FIGHT#37 SPECIAL／とみよしさん①／特別緊急企画　ボケましょう!!⑥／OJAPAMEN GOES to TOKYO BAY NK HALL(30th.Mar.1996)／紙芝居のおっさん／ごっつ争奪戦ゴルフ／人事部長 OVER THE GALAXY⑦／犬逃げてるよ！／ずるい男／／MR.BATER#23（パン屋）
1996/04/21,#179,,緊急シミュレーション企画　ザ・選挙①「選挙ポスターをつくろう」／タイトルマッチ／ババさん①（留守電）／こづれ狼⑭（東野が矢沢永吉／大五郎が二人）／the TEAM FIGHT#38　「おとしあいシャカリキリレー」／この指と～まれ①「パッ」／人事部長 OVER THE GALAXY⑧「朝起きてすぐ歯磨いて朝ご飯食べて歯磨けへんかったらそれ一緒やからね」／とみよしさん②（銭湯）
1996/04/28,#180,,the TEAM FIGHT#39　「トランポリンバレー」／緊急シミュレーション企画　ザ・選挙②「選挙カーに乗ろう」「選挙演説をしよう」／マジシャン　二陽斎ジョージ／俳優養成テレビ小説「翔べない揚羽蝶」最終回／Let's sing!「オジャパメン」（カラオケ）／この指と～まれ②（ビーダン）／人事部長 OVER THE GALAXY⑨／あざみ②
1996/05/05,#181,,the TEAM FIGHT#40　「ザ・激突」（ニャン太君初登場）／演歌の近道（最上川ゆう子の初恋の人、戦闘機械獣マクベス）／緊急シミュレーション企画　ザ・選挙③／THE BIG MONEY DREAM AMERICA①／ザ・バイオハンター（EPISODE-3予告）／英語劇「Luke the Detective（探偵ルーク）」／この指と～まれ③（四刑）／Let's sing!「オジャパメン」／とみよしさん③
1996/05/12,#182,,the TEAM FIGHT#41　「たどり着きローラーゲーム」／緊急シミュレーション企画　ザ・選挙④「投票しよう」／人事部長 OVER THE GALAXY⑩／俳優養成テレビ小説「野菊の応援団」最終回／ババさん②（独り言）／カラオケ「オジャパメン」／この指と～まれ④（ジャンケンドン）／芸能ニュース　第452号「蔵野孝洋　帰国第１作クランクイン！」／あざみ③
1996/05/19,#183,,the TEAM FIGHT#42／テレホンショッキング（ゲスト：戦闘機械獣マクベス）／京極家の女達①（山道）／人事部長 OVER THE GALAXY⑪／緊急企画#58　DTと大崎Pのケンカドッキリ（今田大泣き）／英語劇「The Secret Service（大統領警護官）」／餃子の王将で10万円食べられるか?!／THE BIG MONEY DREAM AMERICA②／／カラオケ「オジャパメン」／とみよしさん④
1996/05/26,#184,,the TEAM FIGHT#43　「ひっくり返し」／キャリー東野のアイドル虎の穴⑩　アブノーマルタッグマッチ（志茂田景樹、日出郎、日景忠男）／人事部長 OVER THE GALAXY⑫「巨乳が好きだけど自分がなったら嫌やね」／給食室／この指と～まれ⑤（テンカ）／ボケましょう!!⑦（トイレの扉を開けたら中に人が…）／たとえ警視①（クイズ番組のパネラーに出たときの秋野暢子やないんやから）
1996/06/02,#185,,the TEAM FIGHT#44　「バンクサッカー」／あざみ④／ザ・バイオハンター（EPISODE-4予告）／京極家の女達②（茶屋）／この指と～まれ⑥（ろくむし）／カラオケ（オジャパメン）／緊急企画#59　揚がらずの団旗を揚げよう（東野、轟二郎、丹古母鬼馬二、橋本真也）／ババさん③（ラジオ）／THE BIG MONEY DREAM AMERICA③（チャンスカード／コンポ爆発／おやすみタイム）
1996/06/09,#186,,the TEAM FIGHT#45　「吊り天井・危機一髪」／ビーチクメーナーコンテスト／たとえ警視②（フランソワーズ・モレシャンさんみたいなもんやな）／伸子ちゃん①（公園）／～ダウンタウンPresents～　10万円分食べよう?!②（ミスタードーナツ）／芸能ニュース　第452号「蔵野家のお正月」／伸子ちゃん②（屋上遊園地）／とみよしさん⑤（バイクのマフラー）／伸子ちゃん③（天井を破る）
1996/06/16,#187,,1996FNS即興歌謡祭（甲斐よしひろ、庄野真代、上田正樹、松本人志）／パート／あざみ⑤（音芸プロ　朝の連続テレビ小説「みっちゃんのめしべ」ヒロインオーディション）／この指と～まれ⑦（パーマンゲーム）／人事部長 OVER THE GALAXY⑬「中山美穂の妹ってガメラで賞取ったね」／the TEAM FIGHT#46　「棒しならせわたり」／俳優養成テレビ講座「黄金虫」最終回
1996/06/23,#188,,たとえ警視③（ア・ウン・サン・スーチーさんみたいなもんやな）／1-K Grand-Prix①（出川哲朗VSルー大柴）／ババさん④（テレビ）／カラオケ（オジャパメン）／京極家の女達③（御宿所）／この指と～まれ⑧（ジャンケンブルドッグ）／伸子ちゃん④（シーソー）／the TEAM FIGHT#47　「コントロール壁登り!!」／伸子ちゃん⑤（ボート）／ON THE ROAD（浜田省吾積み込み）
1996/06/30,#189,,ごっつの車窓から Vol.0001／宇の／帰って来た！リアルポンキッキ①（ムック殺す）／～ダウンタウンPresents～　10万円分食べよう?!③（サンデーサン）／あざみ⑥（音芸プロ　青山子供ミュージカル「長靴をはいた少年」少年役オーディション会場）／ザ・バイオハンター（EPISODE-5予告「荒波殺人　みちのくポセイドン」）／the TEAM FIGHT#48　「速球PKセーブ」／遺跡発掘／とみよしさん⑥（野球場）
1996/07/07,#190,,1-K Grand Prix②（舛添要一VS栗本慎一郎）／力士／人事部長 OVER THE GALAXY⑭「なんぼ喉乾いてても理科室の水飲むのは抵抗あるね」／家庭訪問（トイレに近藤真彦）／浜田雅功の勝ち進みゴルフマッチ①（VS田代まさし）／ババさん⑤（ラジオ②）／the TEAM FIGHT#49　「スピード型抜け」／たとえ警視④（後ろから蹴られた畠田理恵やないんやから）
1996/07/21,#191,,「マウヤケソ」／～ダウンタウンPresents～　10万円分食べよう?!④（マクドナルド）／あざみ⑦（音芸プロ　設立20周年記念作品「大地の海」マドンナ役オーディション会場／緊急企画#60　巨大紙切りマッチデス（風間杜夫、菅野美穂、松本）／腸／帰って来た！リアルポンキッキ②（おねえさん殺す）／the TEAM FIGHT#50　「フキフキホース猛レース」／とみよしさん⑦（新築マンションの流し台）／「マウヤケソ」
1996/07/28,#192,,the TEAM FIGHT#51　「どっかんパターゴルフ」／税関（トランクに薬師丸ひろ子）／メミー・カフィー／ザ・バイオハンター（EPISODE-5予告「淡水超人　ドクターイタリア　後編」）／新・草野球王'96⑪（シャ乱Q）／リアルQちゃん①（夕飯できた）／たとえ警視⑤（ヘソ曲げた掃除のおばちゃんやないんやから）／「マウヤケソ」
1996/08/04,#193,,若手一同プレゼンツ　ワクワクジャングルツアー／トカゲのおっさん①（公園）／「マウヤケソ」
1996/08/11,#194,,the TEAM FIGHT#52　「空中ライダーグランプリ」／サニーさん①（家庭教師）／ザ・バイオハンター（EPISODE-6予告）／浜田雅功の勝ち進みゴルフマッチ②（VS薬丸裕英）／人事部長 OVER THE GALAXY⑮／キャリー東野　アイドル虎の穴⑪　ベイシックタッグマッチ（坂木優子、大西かおり、岡みさを、ヘンシェル・ナオミ）／とみよしさん⑧（喫茶店のクーラー）／「マウヤケソ」
1996/08/18,#195,,～ダウンタウンPresents～　10万円分食べよう?!⑤（ぼてじゅう）／あざみ⑧／You understand?（英語が喋れるようになる機械を売りつけるセールスマン）／恐怖のドライブ（松本、板尾、木村で高速をドライブ）／さむらい新之助／the TEAM FIGHT#53　「落下スイカ割り」／たとえ警視⑥（池乃めだかやな／京都パープルサンガやな／「マウヤケソ」
1996/09/01,#196,,～ダウンタウンPresents～　10万円分乗ろう!!／香川さん①（新撰組の撮影現場）／板尾青年①（牛込戎夏祭り　しろうとのど自慢大会）／浜田雅功の勝ち進みゴルフマッチ③（古手川祐子）／俺／リアルQさん②（バイクの調整）／the TEAM FIGHT#54　「ネットバウンドバスケット」／とみよしさん⑨（公園の小便小僧）／「エンディング」
1996/09/08,#197,,新・草野球王'96⑫（対Mackerel戦）／DEAR MYSELF（今田）／サニーさん②（理容室）／リアルQさん③（ケンカの後）／DEAR MYSELF（YOU）／緊急企画#61　板尾創路俳優入門（ミニドラマ制作）／トカゲのおっさん②（まさの家）／「マウヤケソ」
1996/09/15,#198,,Queen of ZUTSUKI CONTEST／あざみ⑨／DEAR MYSELF（蔵野）／この指と～まれ⑨（人工衛星）／DEAR MYSELF（東野）／the TEAM FIGHT#55　「音当てドッカンウォーズ」／DEAR MYSELF（板尾）／THE PILOTS①（機内アナウンス）／「マウヤケソ」
1996/09/22,#199,,the TEAM FIGHT#56　「ブランコ風船割り」／香川さん②（竜馬が行くの撮影現場）／リアルQさん④（スプレーで落書き）／板尾青年②（休業日の理容室）／浜ちゃんの勝ち進みゴルフマッチ④（モト冬樹）／トカゲのおっさん③（まさ盲腸で入院）／「マウヤケソ」
1996/09/29,#200,,ごっつ200回記念スペシャル　ダウンタウンの青春プレイバック／ダウンタウン物語／～ダウンタウンPresents～　10万円分食べよう!! in くいだおれ／珠玉の名作コント／蔵野孝洋の飲んだらパワーアップのコーナー／／板尾創路のオヤジを超えられるか／コスプレ予告寝起き
1996/10/13,#201,,K-1 VARIETY WARS／出産もトレンディ!?　倉持健夫妻　オメデタ報告／辻武司①／ボケましょう⑧ in スペースファンタジー／THE PILOTS②（東野誕生日）／リアルQさん⑤／the TEAM FIGHT#57／サニーさん③（棋士）／リアルQさん⑥／力也ちゃんと遊ぼう／「ぶさいくは体操で直るんです」／トカゲのおっさん④（トカゲの棲み家）／ボケましょうの罰ゲーム（今田が東京23区でダンシング・オールナイト）
1996/10/27,#202,,the TEAM FIGHT#58　「100球野球」／Mercedes-Venz（板尾手長アオレンジャイ）／THE WEEK ENDER①「密着！チーマー24時！－渋谷－」／香川さん③／板尾専務①「昔この辺に住んでてん」／THE WEEK ENDER②「SM女王様VS蔵野　－歌舞伎町－」／お勘定／THE WEEK ENDER③「松本と大物歌手の甘い夜！　－新宿－」／トカゲのおっさん⑤（まさの誕生日パーティ）
1996/11/03,#203,,the TEAM FIGHT#59　「かわり玉ボウリング」／リアルQさん⑦（新聞売り）／辻武司②（ファッションヘルス）／俺について／サニーさん④（医者）／緊急企画#62　ちくビックリショー（桜金造、東野、神田利則、板尾、出川哲朗）／板尾専務②「３つ向こうの駅に住んでんねん」／MUSIC STATIONARY（「ハイテンション・ラブ」REEL）
1996/11/10,#204,,新・草野球王'96⑬（'96最終戦　対パ・リーグOBチーム戦）／THE PILOTS③「こいつの彼女は蓄膿です」／マッシュルーム①／STORKER（松本が浜田に留守電８件）／緊急企画#63　ごっつええ感じPresent's　欧陽菲菲歌謡ショー　「雨の御堂筋」／板尾専務③「輸入の仕事してんねん！」／トカゲのおっさん⑥（トカゲのおっさん逮捕寸前）
1996/11/17,#205,,the TEAM FIGHT#60　「電ノコ生き残り」／誘拐／カウンセリング／サニーさん⑤（不動産屋）／緊急企画#64　芸能界テトリス王への道①（風見しんご、桑名正博、Puffy、矢部美穂、河相我聞、アジャ・コング、鶴久政治、穴井夕子、スチャダラパー・ANI）／トカゲのおっさん⑦（借金取り登場）
