cctid,show_id,show,show_ja,date,episode,segment,name_ja,description_ja,metadata,playlist,subbed,ccturl
gakinotsukai_19901106_56_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1990-11-06,56,0,早く言ってよ！エッチ言葉しりとり大作戦!!,,"{""opening_jp"":""休みが欲しい→人間のレギュラーの限界は週に三本→それいけダウンタウン→乗馬したい→疲労困憊→新田が家におこしにきた話→[ハガキ]私の母はテレビにダウンタウンが出るたびに「あ、ヤクザ」と言って見てるのに消しちゃいます""}",,,https://chikichiki.tube/gakinotsukai/video/56-1-ja
gakinotsukai_19901113_57_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1990-11-13,57,0,1000人企画・３年Ｂ組金八先生,,"{""opening_jp"":""次の対決はどうする→次の対決では勝った方が望みを叶えるというのはどう→罰ゲームでバンジージャンプ→チンパンジーチョップ→カンガルーとボクシング""}",,,https://chikichiki.tube/gakinotsukai/video/57-1-ja
gakinotsukai_19901120_58_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1990-11-20,58,0,ゴルフ対決前哨戦,,"{""opening_jp"":""出来るスポーツ→罰ゲーム→罰ゲームで家族全員連れてくるというのはどうか→罰ゲームでスペインで闘牛やりに行くか→[ハガキ]浜ちゃんは昔車の中で生活していたらしいですがその生活を教えてください→松本さんのせいで勇気がイケイケになってしまいました。昔の勇気に戻して""}",,,https://chikichiki.tube/gakinotsukai/video/58-1-ja
gakinotsukai_19901127_59_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1990-11-27,59,0,クイズヅラを探せグランプリ!!,,"{""opening_jp"":""罰ゲーム決め""}",,,https://chikichiki.tube/gakinotsukai/video/59-1-ja
gakinotsukai_19901204_60_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1990-12-04,60,0,ガキ版ピッタシカンカン!!,,"{""opening_jp"":""双方がしたひどい話→[ハガキ]うちの母はダウンタウンが出ているとおぼんこぼんが出ていると言います""}",,,https://chikichiki.tube/gakinotsukai/video/60-1-ja
gakinotsukai_19901211_61_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1990-12-11,61,0,ゴルフマッチプレー!!,,"{""opening_jp"":""浜田が今田東野にした話→陸橋の階段で荷物を持っているお婆さんがいたらおぶってあげるか？""}",,,https://chikichiki.tube/gakinotsukai/video/61-1-ja
gakinotsukai_19901218_62_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1990-12-18,62,0,ダンスダンスざんす!!,,"{""opening_jp"":""人間がいらんことするから天が怒っている→占いによると来年はあまり良くないらしい→おかしな雑誌の占い→お守りは信用しない→[ハガキ]昔、チチクリマンボというのをやっていたそうですが、どのようなものかを見せてください→タモリンピックを見てると、松本さんにはやる気が感じられますが、浜ちゃんは嫌そうに見えます。浜ちゃんはタモリンピックがきらいなのですか？""}",,,https://chikichiki.tube/gakinotsukai/video/62-1-ja
gakinotsukai_19901225_63_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1990-12-25,63,0,罰ゲームさん、いらっしゃーい!!,,"{""opening_jp"":""松本と浜田の罰ゲームに対する扱いの違い→［ハガキ］修学旅行の話→床の間でうんこした理由→［ハガキ］浜田さんの特技はハンバーク手だと聞きました。見せてください。""}",,,https://chikichiki.tube/gakinotsukai/video/63-1-ja
gakinotsukai_19901229_SP_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1990-12-29,SP,0,SP『ウッチャンナンチャン＆ダウンタウンスペシャル〜SHA.LA.LAの使いやあらへんで!!〜』 14:00-15:25(85m),,"{""opening_jp"":""なし""}",,,
gakinotsukai_19910108_64_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-01-08,64,0,なぐって！なぐって！さて何んでしょう!?,,"{""opening_jp"":""どっちかタバコ止めようか→浜田は屁を止めてくれ→科学がどんどん発達していくのは困る→[ハガキ]下唇を両手で引っ張り、唇を頭にかぶせるぐらいが出産の痛みと同等だと思います。浜田さんやってみてください。""}",,,https://chikichiki.tube/gakinotsukai/video/64-1-ja
gakinotsukai_19910115_65_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-01-15,65,0,チキチキ良い子悪い子普通の子!!,,"{""opening_jp"":""浜田が私服ばかり着てくること→昔自転車盗まれたことが原因で家族喧嘩になった話→[ハガキ]今年でダウンタウンは芸能生活10周年なので写真集を出してみては如何でしょうか""}",,,https://chikichiki.tube/gakinotsukai/video/65-1-ja
gakinotsukai_19910122_66_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-01-22,66,0,ダウンタウンなんて嫌いや！チキチキ目安箱,,"{""opening_jp"":""本番前にうんこしてた→うんこした後手洗うか？→バッティングセンター→[ハガキ]去年の暮れにチェッカーズのラジオ番組に野沢直子が出ていて浜ちゃんて時々フミヤは似ているといわれフミヤさんも俺も似てると思うなどと言っていました。浜ちゃん良かったですね→まるでリトマス試験紙のようにイモ食えばへが出るのですがどうすればいいでしょうか""}",,,https://chikichiki.tube/gakinotsukai/video/66-1-ja
gakinotsukai_19910129_67_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-01-29,67,0,ドラフト会議,,"{""opening_jp"":""[ハガキ]スクールウォーズのイソップをアンデルセンと母親が間違えていました→浜ちゃん松ちゃんあけましておめでとうございます。これは大分前の話なのですが私の姉が沖縄のバーで働いていて浜田さんが来てカラオケを独占していたと聞きましたが本当ですか？""}",,,https://chikichiki.tube/gakinotsukai/video/67-1-ja
gakinotsukai_19910205_68_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-02-05,68,0,涙の1000本ノック!!,,"{""opening_jp"":""[ハガキ]1月22日、妹が上京してきたという事実はないのでしょうか？私はその日浜田さんそっくりの女性を見かけたのですが。→松ちゃんはハンサムだと思うのですが""}",,,https://chikichiki.tube/gakinotsukai/video/68-1-ja
gakinotsukai_19910211_SP_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-02-11,SP,0,SP『ダウンタウンのガキの遊びやあらへんで!!〜ダウンタウン改造計画〜』16:00-16:45(45m),,"{""opening_jp"":""なし""}",,,
gakinotsukai_19910212_69_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-02-12,69,0,オールスター夢の球宴!!,,"{""opening_jp"":""[ハガキ]松本さん、少しは大友さんに女を回してやってください""}",,,https://chikichiki.tube/gakinotsukai/video/69-1-ja
gakinotsukai_19910219_70_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-02-19,70,0,罰ゲーム　冬の湘南　赤フンドシで寒中水泳!!,,"{""opening_jp"":""スタイリストの用居した服が気に行ったので買い取り→帽子→[ハガキ]ブスが活躍できる場を作ってください""}",,,https://chikichiki.tube/gakinotsukai/video/70-1-ja
gakinotsukai_19910226_71_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-02-26,71,0,早くいわんかい!!,,"{""opening_jp"":""浜田の舞台用の今日のファッション→帽子のチャックが開いたり閉じたりする→仕事のペース→速い乗り物には乗らない方がいい→一週間の内5日は休みたい→大阪人と東京人で結婚した方がいい→[ハガキ]松本さんは好きな人と相方ぐらいだったら守れると言いますが本当ですか？""}",,,https://chikichiki.tube/gakinotsukai/video/71-1-ja
gakinotsukai_19910305_72_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-03-05,72,0,100人に聞きました　えっ!!どーなん?!,,"{""opening_jp"":""女優の写真集を見た→この番組の罰で写真集を出すか→今日免許証入ってるサイフ落とした→楽屋でサイフ取られたこともある→新幹線で切れた話→小学校のとき一日中ついてない日があった""}",,,https://chikichiki.tube/gakinotsukai/video/72-1-ja
gakinotsukai_19910312_73_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-03-12,73,0,減点パパ,,"{""opening_jp"":""サイフをまた紛失した→前の日に履き替えたパンツを取られた→[ハガキ]「まっちゃんのごぼう」というのがある→時々松本さんがズボンを脱いでいるというのがあります。理由はありますか？""}",,,https://chikichiki.tube/gakinotsukai/video/73-1-ja
gakinotsukai_19910319_74_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-03-19,74,0,ごっつううまいねん?!　チキチキ　ヤミ鍋対決!!,,"{""opening_jp"":""浜田の子供誕生が明日らしい→この前謝恩会のやつらに突然胴上げさげた話→豆級が常に光ってるが省エネを考えろ→ご飯のおかず→菜食家→動物を殺すことは許せない→魚はどこまで魚か""}",,,https://chikichiki.tube/gakinotsukai/video/74-1-ja
gakinotsukai_19910326_75_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-03-26,75,0,ＡＤ大友争奪戦!!,,"{""opening_jp"":""[ハガキ]新幹線は男か女か？傘は男か女か？""}",,,https://chikichiki.tube/gakinotsukai/video/75-1-ja
gakinotsukai_19910402_76_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-04-02,76,0,身体衰弱！,,"{""opening_jp"":""今日は浜田に教訓を与えたい→浜田はよくズル休みする→唯一のマネージャーである新田は浜田に首ったけ→野沢は休んでいるのに給料が出る→今度のギャラ交渉→ショーバイショーバイでの、関口宏に対する浜田の行動→客もスタッフもびっくりして白髪になった→ライオネス飛鳥が登場""}",,,https://chikichiki.tube/gakinotsukai/video/76-1-ja
gakinotsukai_19910409_77_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-04-09,77,0,じぃちゃんばぁちゃんジェスチャー大作戦!!,,"{""opening_jp"":""セットが代わった→うちの番組のスポンサー→スポンサーは商売してる商品楽屋に持ってこい→[ハガキ]山手線の駅のトイレ掃除をしてください→松っちゃんは喧嘩が強いと言っていますが小学生相手なら何人までなら勝てますか？→松っちゃんは浜ちゃんのように映画やドラマに出演しないのですか？浜ちゃんは松っちゃんの演技力はどのくらいの物か知っていますか？""}",,,https://chikichiki.tube/gakinotsukai/video/77-1-ja
gakinotsukai_19910416_78_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-04-16,78,0,第２回1000人企画!!,,"{""opening_jp"":""照明さんを誤って転ばした→温かい部分を出していかないと→[ハガキ]ダウンタウンの二人は二人で遅刻してくるやつでろくなもんじゃないという話を聞きましたが本当ですか→私はチームゼロの山崎さんが大好きです。少しでも山崎さんをテレビに出してください""}",,,https://chikichiki.tube/gakinotsukai/video/78-1-ja
gakinotsukai_19910423_79_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-04-23,79,0,山崎家お宅訪問!!,,"{""opening_jp"":""睡魔が襲ってきた→頭がクラッシュしてるファンに会った→[ハガキ]松っちゃんは左利きらしいですが左利きの人は右利きの人より寿命が10年短いことを知っていましたか？→浜田さんは凄い学校行ってたんですね、そのときの話をしてください""}",,,https://chikichiki.tube/gakinotsukai/video/79-1-ja
gakinotsukai_19910430_80_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-04-30,80,0,世界新記録に挑戦!!,,"{""opening_jp"":""今日ははやく帰らないといけない→選挙のポスター→ドッチボール大会の罰ゲーム""}",,True,https://chikichiki.tube/gakinotsukai/video/80-1-en
gakinotsukai_19910507_81_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-05-07,81,0,F1グランプリin東京!!,,"{""opening_jp"":""松本が16の女のやばいやつに誘われた→松本の親""}",,,https://chikichiki.tube/gakinotsukai/video/81-1-ja
gakinotsukai_19910514_82_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-05-14,82,0,ドッヂボール大会前哨戦!!,,"{""opening_jp"":""ゴールデンウィークはムカつく""}",,,https://chikichiki.tube/gakinotsukai/video/82-1-ja
gakinotsukai_19910521_83_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-05-21,83,0,心頭滅却すれば火もまた涼し大作戦!!,,"{""opening_jp"":""何を喋ろう→適当なこと喋れツッコむから""}",,,https://chikichiki.tube/gakinotsukai/video/83-1-ja
gakinotsukai_19910528_84_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-05-28,84,0,1000人企画・500vs500ドッヂボール大会!,,"{""opening_jp"":""今日から男を磨く→眉毛""}",,,https://chikichiki.tube/gakinotsukai/video/84-1-ja
gakinotsukai_19910604_85_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-06-04,85,0,罰ゲーム・ハゲづらでジェットコースター,,"{""opening_jp"":""[ハガキ]二人は恥ずかしい思いをしたことがありますか？""}",,,https://chikichiki.tube/gakinotsukai/video/85-1-ja
gakinotsukai_19910611_86_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,1991-06-11,86,0,テレクラ大作戦!!（高須どっきり）,,"{""opening_jp"":""ゴルフ話→野球→人間は猿になる前は魚だった→エンジェルはいつでも羽根を出して飛べる→今日のオープニングの高須の汚さ""}",,,https://chikichiki.tube/gakinotsukai/video/86-1-ja
